Number,Structure,Abbreviation,voxcount,volume,x,y,z,,,,,,,volume,x_caudaL_rostral,y_Right_left,z_infgerior_superior,volume_voxels,volume_mm3
150,_151_Cingulate_Cortex_Area_25,A25_L,5369,0.425945889,6.0888677,12.333932,5.4200444,149,0,0,149,149,799981,0.212972945,286.82,151.83,127.05,2650,0.21069
150,_151_Cingulate_Cortex_Area_25,A25_R,5369,0.425945889,6.0888677,12.333932,5.4200444,149,0,0,149,149,799981,0.212972945,286.82,133.17,127.05,2650,0.21069
151,_152_Dorsal_Acoustic_Stria,das_L,681,0.054026662,5.9093285,4.4387259,4.72543,150,0,0,150,150,102150,0.027013331,102.22,175.97,110.54,383,0.030451
151,_152_Dorsal_Acoustic_Stria,das_R,681,0.054026662,5.9093285,4.4387259,4.72543,150,0,0,150,150,102150,0.027013331,102.22,109.03,110.54,383,0.030451
152,_153_PostSubiculum,Post_L,9713,0.770574115,6.0466003,6.5375509,6.8299971,151,0,0,151,151,1466663,0.385287058,152.18,188.27,159.81,5071,0.40318
152,_153_PostSubiculum,Post_R,9713,0.770574115,6.0466003,6.5375509,6.8299971,151,0,0,151,151,1466663,0.385287058,152.18,96.735,159.81,5071,0.40318
153,_154_Fourth_Ventricle,4V_L,13190,1.046419497,6.3196378,4.3449841,4.7425971,152,0,0,152,152,2004880,0.523209749,100.96,161.61,112.1,5547,0.44103
153,_154_Fourth_Ventricle,4V_R,13190,1.046419497,6.3196378,4.3449841,4.7425971,152,0,0,152,152,2004880,0.523209749,100.96,123.39,112.1,5547,0.44103
154,_156_Microcellular_Tegmental_Nucleus,MiTg_L,11996,0.951694336,6.2063847,6.637476,5.4048319,153,0,0,153,153,1835388,0.475847168,153.84,183.35,126.53,5699,0.45311
154,_156_Microcellular_Tegmental_Nucleus,MiTg_R,11996,0.951694336,6.2063847,6.637476,5.4048319,153,0,0,153,153,1835388,0.475847168,153.84,101.65,126.53,5699,0.45311
155,_157_Pretectal_Nucleus,APT_L,1600,0.12693489,6.0382323,8.1821814,6.3016672,154,0,0,154,154,246400,0.063467445,190.46,156.12,147.53,859,0.068297
155,_157_Pretectal_Nucleus,APT_R,1600,0.12693489,6.0382323,8.1821814,6.3016672,154,0,0,154,154,246400,0.063467445,190.46,128.88,147.53,859,0.068297
156,_158_LDVL_laterodorsal_ThalamicNucleus_VentroLateral,LDVL_L,2892,0.229434813,6.1147041,9.1320982,6.0882101,155,0,0,155,155,448260,0.114717407,212.45,184.83,142.08,1426,0.11338
156,_158_LDVL_laterodorsal_ThalamicNucleus_VentroLateral,LDVL_R,2892,0.229434813,6.1147041,9.1320982,6.0882101,155,0,0,155,155,448260,0.114717407,212.45,100.17,142.08,1426,0.11338
157,_159_LaterposteriorNucleusofThalamus,LP_L,3600,0.285603502,6.137392,8.6340046,6.1285181,156,0,0,156,156,561600,0.142801751,201.41,173.4,143.01,1773,0.14097
157,_159_LaterposteriorNucleusofThalamus,LP_R,3600,0.285603502,6.137392,8.6340046,6.1285181,156,0,0,156,156,561600,0.142801751,201.41,111.6,143.01,1773,0.14097
158,_160_AnteriorThalamicNuclei,Athal_L,12736,1.010401722,6.088501,10.048944,5.2672215,157,0,0,157,157,1999552,0.505200861,233.82,163.57,122.82,6446,0.5125
158,_160_AnteriorThalamicNuclei,Athal_R,12736,1.010401722,6.088501,10.048944,5.2672215,157,0,0,157,157,1999552,0.505200861,233.82,121.43,122.82,6446,0.5125
159,_161_RedNucleus_magnocellular,RMC_L,2105,0.166998714,6.1058307,7.0593014,4.4401345,158,0,0,158,158,332590,0.083499357,164.5,152.6,104,1073,0.085311
159,_161_RedNucleus_magnocellular,RMC_R,2105,0.166998714,6.1058307,7.0593014,4.4401345,158,0,0,158,158,332590,0.083499357,164.5,132.4,104,1073,0.085311
160,_162_PararubralNucleus,PaR_L,429,0.034034417,5.9603581,7.2202682,4.3962374,159,0,0,159,159,68211,0.017017209,168.01,163.89,102.67,239,0.019002
160,_162_PararubralNucleus,PaR_R,429,0.034034417,5.9603581,7.2202682,4.3962374,159,0,0,159,159,68211,0.017017209,168.01,121.11,102.67,239,0.019002
161,_163_RetroRubralField_partmidbrainreicular,6281,6281,0.498298776,6.2628498,7.2281928,4.6417022,160,0,0,160,160,1004960,0.249149388,168.3,177.09,108.36,2806,0.2231
161,_163_RetroRubralField_partmidbrainreicular,6281,6281,0.498298776,6.2628498,7.2281928,4.6417022,160,0,0,160,160,1004960,0.249149388,168.3,107.91,108.36,2806,0.2231
162,_164_CSF,CSF_L,6869,0.544947348,6.1106362,8.14746,6.8132448,161,0,0,161,161,1105909,0.272473674,189.99,145.72,158.79,2907,0.23113
162,_164_CSF,CSF_R,6869,0.544947348,6.1106362,8.14746,6.8132448,161,0,0,161,161,1105909,0.272473674,189.99,139.28,158.79,2907,0.23113
163,_165_IntermediateReticularNucleus,IRN_L,23615,1.873479638,6.2231712,4.2595944,3.6142704,162,0,0,162,162,3825630,0.936739819,97.455,174.1,84.45,11370,0.90399
163,_165_IntermediateReticularNucleus,IRN_R,23615,1.873479638,6.2231712,4.2595944,3.6142704,162,0,0,162,162,3825630,0.936739819,97.455,110.9,84.45,11370,0.90399
164,_166_PHD_PaMP_Post_and_LateralHypothalamus,14468,14468,1.14780874,6.1673627,8.1094255,3.9636176,163,0,0,163,163,2358284,0.57390437,188.58,157.18,93.083,6815,0.54184
164,_166_PHD_PaMP_Post_and_LateralHypothalamus,14468,14468,1.14780874,6.1673627,8.1094255,3.9636176,163,0,0,163,163,2358284,0.57390437,188.58,127.82,93.083,6815,0.54184
165,_167_Prerubral_Forel,2210,2210,0.175328816,6.1895251,8.2363501,4.4698615,164,0,0,164,164,362440,0.087664408,191.9,157.93,104.21,976,0.077599
165,_167_Prerubral_Forel,2210,2210,0.175328816,6.1895251,8.2363501,4.4698615,164,0,0,164,164,362440,0.087664408,191.9,127.07,104.21,976,0.077599
166,_168_PVG_ofHypothalamus,1327,1327,0.105276624,6.1136947,8.0097227,4.2300129,165,0,0,165,165,218955,0.052638312,186.43,145.41,99.472,578,0.045955
166,_168_PVG_ofHypothalamus,1327,1327,0.105276624,6.1136947,8.0097227,4.2300129,165,0,0,165,165,218955,0.052638312,186.43,139.59,99.472,578,0.045955
167,_169_BasalateralAmygdala_BLA,BLA_L,25806,2.047301102,6.5815735,8.8538599,3.4798503,166,0,0,166,166,4283796,1.023650551,205.53,218.19,80.615,11175,0.88849
167,_169_BasalateralAmygdala_BLA,BLA_R,25806,2.047301102,6.5815735,8.8538599,3.4798503,166,0,0,166,166,4283796,1.023650551,205.53,66.812,80.615,11175,0.88849
